Entity Name,Entity Description,Attribute Name,Attribute Description,Logical Data Type,Table Name ,Column Name,Physical Data Type,Null Option,Release,Is PK-FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Appointment Timestamp,Date for which the appointment is booked,TIMESTAMP(6),ORD_ACTN,APPT_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",B End Address Key,"B end address key
Generated Key based on Address Record Object Id and Address Type and Source System Code.",BIGINT,ORD_ACTN,B_END_ADDR_KEY,NUMBER(18),Null,R1 + R2,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",B End Exchange Code,B-End Exchange Code,CHAR(10),ORD_ACTN,B_END_XCHG_CD,VARCHAR2(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Change Main Billing Offer Flag,Flag to indicate if as part of order action there is any change Main Bill offer.,CHAR(1),ORD_ACTN,CHNG_MAIN_BILL_OFFR_FLG,VARCHAR2(15),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Change Number Activity Indicator,Change Number Activity Indicator,CHAR(3),ORD_ACTN,CHNG_NUMB_ACTV_IND,VARCHAR(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Change Number Flag,Change Number Flag,CHAR(1),ORD_ACTN,CHNG_NUMB_FLG,VARCHAR2(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Combo Boost End Timestamp,"Combo Boost End Date to be populated as churn date when the Boost will be churned from BCC.
This will be loaded with null at the time of the Boost. When a subsequent churn/recon order is received, only then this value will be updated",TIMESTAMP(6),ORD_ACTN,CMBO_BST_END_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Combo Boost Flag,"Combo Boost Indicator to be populated as “Y” and ""N"" based on the provision from RPA.The flag as ""Y"" is  remain as is in New EDW.
RPA to pull the Combo Boost feed and process for provisioning. Once provision completed the response feed will be sent back to New EDW and Business users.
a.	As part of the provision, a vas will be provisioned for the boost. This is expected to be loaded into the VAS CNNC order DNF as per normal process
i.	Eventually when this VAS is churned, the churn will also flow automatically into the VAS CHRN DNF. At this time, the combo boost end date will be updated into the relevant tables",CHAR(1),ORD_ACTN,CMBO_BST_FLG,VARCHAR2(15),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Combo Boost Start Timestamp,Combo Boost Start Date to be populated as ORD_CMPL_TS from RPA feed value,TIMESTAMP(6),ORD_ACTN,CMBO_BST_STRT_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Campaign Media Name,Campaign Media Name,VARCHAR(255),ORD_ACTN,CMPG_MDIA_NM,VARCHAR2(255),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Creator Employee Key,Employee who has created the order action,BIGINT,ORD_ACTN,CRTE_EMPL_KEY,NUMBER(18),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Cse Code,CSE Code,CHAR(10),ORD_ACTN,CSE_CD,VARCHAR2(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Contact Key,Generated Key on the basis of Contact Source Id + Source System Code,BIGINT,ORD_ACTN,CTCT_KEY,NUMBER(18),Not Null,R1 + R2,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Customer Group Identifier,Used to identify whether the record belongs to Group Consumer or Group Enterprise.,INTEGER,ORD_ACTN,CUST_GRP_ID,NUMBER(9),Not Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Customer Key,Generated Key based on Customer Id + Source System Code,BIGINT,ORD_ACTN,CUST_KEY,NUMBER(18),Not Null,R1+R2,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Customer Type Key,Generated Key on the basis of customer type objid and customer sub type objid and Source System Code,INTEGER,ORD_ACTN,CUST_TYPE_KEY,NUMBER(10),Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Dealer Details Key,Generated Key in EDW,INTEGER,ORD_ACTN,DEAL_DETL_KEY,NUMERIC(18),Null,R2,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Dealer Identifier,Dealer id associated with the user who initiated the order. Value will be passed from CRM to Ordering. This field will be auto populated by Ordering and will remain disabled.,VARCHAR(32),ORD_ACTN,DEAL_ID,VARCHAR2(32),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Dealer Name,Dealer Name,VARCHAR(255),ORD_ACTN,DEAL_NM,VARCHAR2(255),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Dealer Type Identifier,Dealer Type Identifier,VARCHAR(15),ORD_ACTN,DEAL_TYPE_ID,VARCHAR2(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Delivery Address Key,Generated Key based on Address Record Object Id and Address Type and Source System Code,BIGINT,ORD_ACTN,DELV_ADDR_KEY,NUMBER(18),Null,R1+R2,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Delivery Mode Name,Delivery Mode Name,VARCHAR(255),ORD_ACTN,DELV_MODE_NM,VARCHAR2(255),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Delivery Method,Delivery Method,VARCHAR(50),ORD_ACTN,DELV_MTHD,VARCHAR2(50),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Delivery Method Name,Delivery Method:Shipping / Shop,VARCHAR(255),ORD_ACTN,DELV_MTHD_NM,VARCHAR2(255),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Ecom Internal Account Identifier,ECOM Internal Account Id,VARCHAR(15),ORD_ACTN,ECOM_ITRN_ACCT_ID,VARCHAR2(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Effective Timestamp,"This field is used for placing backdated order. This field will not appear for the provide order. As provide order cannot be placed for the past date.
When user populates this field, service required date field value is changed to system date.  This field will be hidden for provide order action.",TIMESTAMP(6),ORD_ACTN,EFFT_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Fdd Date,FDD Date,DATE,ORD_ACTN,FDD_DT,DATE,Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Focal Scope Ticket Identifier,Focal Scope Ticket Identifier,VARCHAR(15),ORD_ACTN,FOCL_SCOP_TCKT_ID,VARCHAR2(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Future Resume Timestamp,The future resume date of suspend order action.,TIMESTAMP(6),ORD_ACTN,FTRE_RSUM_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Icon Activity Identifier,Icon Activity Identifier,VARCHAR(15),ORD_ACTN,ICON_ACTV_ID,VARCHAR2(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Initial Crd Date,Initial CRD date,DATE,ORD_ACTN,INIT_CRD_DT,DATE,Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Initial Sales Channel Key,Initial Sales Channel Key,BIGINT,ORD_ACTN,INIT_SALE_CHNL_KEY,NUMBER(18),Not Null,R1+R2,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Installed Address Type Indicator,"The type of the order action's installation address (official, partial, and so on).",VARCHAR(15),ORD_ACTN,INST_ADDR_TYPE_IND,VARCHAR2(15),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Installation Method,Method for intallation,VARCHAR(50),ORD_ACTN,INST_MTHD,VARCHAR2(50),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Job Effective Date,Job Effective DAte,DATE,ORD_ACTN,JOB_EFFT_DT,DATE,Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Last Updated Employee Identifier,Last Updated Employee Id,DECIMAL(18),ORD_ACTN,LAST_UPDT_EMPL_ID,NUMBER(18),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Last Update Employee Key,Last Updator Employee Key,BIGINT,ORD_ACTN,LAST_UPDT_EMPL_KEY,NUMBER(18),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Main Component Name,The Main Component Name,VARCHAR(255),ORD_ACTN,MAIN_CMPN_NM,VARCHAR2(255),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Main Flag,"Flags whether an order action is a main order action.
The MAIN_IND marks the updated one. The effective one will be set to 1.",CHAR(1),ORD_ACTN,MAIN_FLG,VARCHAR2(15),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Main Product Offer Class Description,Service Technology Name before the order is raised,VARCHAR(255),ORD_ACTN,MAIN_PROD_OFFR_CLSS_DS,VARCHAR2(255),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Impact Mobile Identifier,Impact Mobile Identifier,VARCHAR(15),ORD_ACTN,MPCT_MOBL_ID,VARCHAR2(15),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Nba Customer Key,EDW generated key,INTEGER,ORD_ACTN,NBA_CUST_KEY,NUMERIC(18),Null,R2,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Nba Customer Source Identifier,Nba Customer Source Identifier,DECIMAL(18),ORD_ACTN,NBA_CUST_SRCE_ID,NUMBER(18),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Offer Replace Option Indicator,Specifies if offer must be replaces as a result of validity checks. Valid values are: M - Mandatory O - Optional I - Ignore N - NoIssue NA - Not Allowed,VARCHAR(15),ORD_ACTN,OFFR_RPLC_OPTN_IND,VARCHAR2(15),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Cancel Date,Order Action Cancel Date,DATE,ORD_ACTN,ORD_ACTN_CANC_DT,DATE,Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Cancellation Reason Key,Generated Key based on Order Action Cancellation Reason Id,INTEGER,ORD_ACTN,ORD_ACTN_CANC_RSN_KEY,NUMBER(10),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Committed Timestamp,The date when the negotiation phase of an order action commited,TIMESTAMP(6),ORD_ACTN,ORD_ACTN_CMMT_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Completion Date Key,GK Based on Date Ref.Date key,INTEGER,ORD_ACTN,ORD_ACTN_CMPL_DATE_KEY,NUMBER(10),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Completed Timestamp,"When delivery is done, the date when the milestone completed is achieved.",TIMESTAMP(6),ORD_ACTN,ORD_ACTN_CMPL_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Done Date Key,GK Based on Date Ref.Date key,INTEGER,ORD_ACTN,ORD_ACTN_DONE_DATE_KEY,NUMBER(10),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Done Timestamp,The date when the milestone Done is achieved.,TIMESTAMP(6),ORD_ACTN,ORD_ACTN_DONE_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Identifier,Order Action Id,DECIMAL(18),ORD_ACTN,ORD_ACTN_ID,NUMBER(18),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Key,GK Based on Order Action Id + Source System Code,BIGINT,ORD_ACTN,ORD_ACTN_KEY,NUMBER(18),Not Null,R1,PK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Last Update Timestamp,The date time when the order action was last updated,TIMESTAMP(6),ORD_ACTN,ORD_ACTN_LAST_UPDT_TS,TIMESTAMP(6),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Priority Indicator,The order unit's priority. The priority field of the order is determined and written by the CSR during negotiation. All order actions related to that order have the same priority as the order.,INTEGER,ORD_ACTN,ORD_ACTN_PRIT_IND,NUMBER(9),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Reference Identifier,Order Action Reference Identifier,VARCHAR(32),ORD_ACTN,ORD_ACTN_REFR_ID,VARCHAR2(32),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Reason Key,Order action reason key,INTEGER,ORD_ACTN,ORD_ACTN_RSN_KEY,NUMBER(10),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Reason Text,Order Action Reason Text,VARCHAR(4000),ORD_ACTN,ORD_ACTN_RSN_TXT,VARCHAR2(4000),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Start Date Key,GK Based on Date Ref.Date key,INTEGER,ORD_ACTN,ORD_ACTN_STRT_DATE_KEY,NUMBER(10),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Start Timestamp,The date on which the order unit was created.,TIMESTAMP(6),ORD_ACTN,ORD_ACTN_STRT_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Status Key,"The execution status of the order action. Valid values are: IN - Initial. When an order action is created, its status is set to Initial. NE - In Negotiation. When the negotiation phase of an order action begins, its status is set to In Negotiation.
DE - In Delivery. When the milestone Commit is achieved, the related order action status is set to In Delivery. 
NO - In Notification. When the milestone Complete is achieved, the related order action status is set to In Notification.
DO - Done. When the milestone Done is achieved, the related order action status is set to Done. 
TC - To Be Cancelled. During a two step cancellation, an order action that is involved in a cancel process is first set to To Be Cancelled. Later, when the Terminate Order Action AH is executed, the order action status is changed to Cancel. 
CA - Cancelled. An order action status is set to Cancel when a successful cancellation occurs. RE - Rejected. AM - An order action status is set to Cancel when a successful amend occurs. FI - Fictitious. A fictitious order action that is used for notification purposes.",INTEGER,ORD_ACTN,ORD_ACTN_STTS_KEY,NUMBER(10),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Action Type Key,"The order action request type (Provide, Cease, Move, and so on).",INTEGER,ORD_ACTN,ORD_ACTN_TYPE_KEY,NUMBER(10),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Key,The order containing this order action,BIGINT,ORD_ACTN,ORD_KEY,NUMBER(18),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Received Timestamp,The first date where a completed application is received by Sales from customer and Order can be put into the system,TIMESTAMP(6),ORD_ACTN,ORD_RECV_TS,TIMESTAMP(6),Null,R2,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Order Status Key,GK on Order Status Id + Source System Code,INTEGER,ORD_ACTN,ORD_STTS_KEY,NUMBER(10),Not Null,R1,FK
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Oss Message Description,OSS Message Description,VARCHAR(255),ORD_ACTN,OSS_MSG_DS,VARCHAR2(255),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Oss Message Received Timestamp,The date and time the message was received,TIMESTAMP(6),ORD_ACTN,OSS_MSG_RECV_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Oss Message Expiration Timestamp,Expiration date of the fulfillment message,TIMESTAMP(6),ORD_ACTN,OSS_MSG_XPIR_TS,TIMESTAMP(6),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Payment Remark Description,"If there is any immediate amount to be paid during the order then OMS calls the AR to make the payment.
  This columns stores the remark provided",VARCHAR(4000),ORD_ACTN,PAY_RMRK_DS,VARCHAR2(4000),Null,R1,Non-Key
Order Action,"The order action represents an operations to be performed to execute a specific order part
The order is a container of order requests from the Amdocs Ordering system. An order holds general information regarding all of the requests (order actions) that belong to the order. Some of the order attributes are used as default data for the order's order actions. A single request is represented by an order action.",Payment Status Code,"If there is any immediate amount to be paid during the order then OMS calls the AR to make the payment.
So the columns stores the information about the status that payment is ""Completed"" or not",VARCHAR(32),ORD_ACTN,PAY_STTS_CD,VARCHAR2(32),Null,R1,Non-Key
